N,P,K,temperature,humidity,ph,rainfall,label
38.482079415256,137.59907140267578,198.77460783221434,8.895794001729532,84.82456596287744,5.871684231267,72.01401763454153,grapes
34.4147526965357,43.13003291641197,19.761547406553735,29.924944636320284,85.40584161392283,6.472414427612314,46.1211233092686,mungbean
96.13116734881967,20.726976454467348,31.75750906534848,24.699653586129443,63.66366791530778,6.440749651100546,196.32965838828773,coffee
2.3743133455736443,63.77038697382078,17.81085018790198,20.38768546047638,20.265575310982772,5.852026880877594,86.03999191184492,kidneybeans
118.60357669275761,44.663921201051494,21.53432018102056,23.733529331628187,80.98236466154091,6.403116453408153,80.50246016729078,cotton
37.10299356901922,144.9307894348253,201.32240082729464,22.470901455888992,92.36724208108842,6.3749368313517305,118.76465874641897,apple
94.11978929401607,90.31953118301489,53.274668350913444,26.789828702313862,76.7718663691838,6.267965844362004,110.9109040313502,banana
46.406590360844795,57.26332512080889,23.170335899212713,33.87261536574125,69.0325600471339,7.326972666031057,60.00276510682826,blackgram
83.98808289573346,16.102583911896033,50.81233581944336,24.097906611883122,82.89904459206053,6.336512686084933,44.45758741749529,watermelon
15.651665768709249,8.747495686801164,28.373152181339,25.10840335850874,93.9223189769921,5.803522131068842,220.7435973071485,coconut
30.744255633418657,55.840513860005444,20.31121726291777,23.75123207059948,67.98017514472109,7.388970037738965,44.048827364338194,lentil
29.98730361323284,12.921989525692139,6.909811437899429,34.62880259208213,93.99895606588238,6.5397877187801035,108.82926805042497,orange
38.67837241667207,49.77412688888359,46.946019377410785,41.345728854205035,93.29662989020817,6.809438125652876,229.0744091369878,papaya
35.33695195574504,55.86623609328765,21.19176548845896,22.91569558490491,41.804206519988654,5.735976618888495,150.57575317243786,pigeonpeas
15.902323967226328,28.53124299750184,14.985447936572477,14.871949579884934,94.200064080975,6.332785637407504,105.25078857675311,orange
99.60125041867192,42.63450610798401,41.21027321072148,24.87704729796104,83.70044652742273,7.368975500813445,181.1681858735327,rice
86.41251276978907,6.115264425216731,54.303085144613924,29.735617978674785,90.1276764313218,6.487230516740558,28.08034213729991,muskmelon
31.479671703823072,60.58093034951606,20.889501557831036,21.507032599804415,42.27292917191832,6.565495318796872,104.0083201195889,pigeonpeas
107.51098787805434,7.867721592475112,45.000357117729045,28.81137198686374,90.60517208724553,6.077490909380949,22.04293654140882,muskmelon
32.74346138617426,5.272850375282951,27.60987879367471,25.720298003260172,90.25283694482007,6.15163496616474,202.4254947903395,coconut
94.34627655344434,36.3728251567201,38.00205116456923,26.856312006664368,72.73838962553542,6.387422101375014,168.97905804190066,jute
83.27788653738754,71.55484181361025,53.88509296849842,27.38126535768749,79.46164087042754,5.869294216311145,105.78766809465446,banana
33.03478913192447,71.23628531972393,22.92430939541147,30.327455659283313,64.00816474784433,7.037474477366715,69.31312258284811,blackgram
67.47688687882001,53.003868077019064,48.57074171878699,43.119912948885414,90.67246401018137,6.929972349954575,247.11371643477165,papaya
97.04409374330973,81.6887747184384,49.089527753555174,29.0225223264673,78.170204257445,5.882370926623927,95.38697193004678,banana
112.37304379530411,43.165241258320826,17.406812791622187,22.594883671499332,76.55219078338129,5.9350703142573815,83.50732382391143,cotton
99.26299488521741,28.830734024191244,48.48553379685309,25.654491342274646,82.94320877395896,6.596155564838718,49.91603410781353,watermelon
36.25208109980845,25.999428396347273,13.457459346867836,29.577185956330116,92.62059166647995,6.34255698034217,108.03794976661656,orange
94.82251299963411,32.277694436529124,25.180541769093427,27.111284317355278,60.14798944715304,7.489785752048289,162.27592627465165,coffee
26.820482469866374,70.7256310286341,81.1973580550109,20.36466849983306,14.88665424980199,7.882544132677376,65.94711540026299,chickpea
73.07383219525234,54.030742697350675,38.79126215564136,26.01607858843828,84.15962142577636,5.6306788294559516,162.28593491424638,rice
35.453433283155825,36.91155946393039,15.753999567933766,24.149042358969883,52.67945778213935,3.702762501554009,56.185072072226816,mothbeans
13.593384963855172,27.82436475959954,12.955530992343352,15.252124604677352,90.48562852032578,6.963053357158408,106.11104333306574,orange
24.14428986534407,16.938114924379665,26.246212238927942,27.989911192326346,50.48368784835795,4.664898397947802,94.60266233484903,mango
101.28562668509896,32.03906832717112,25.00654625882161,26.21774729289998,63.646774534165885,7.188607851834762,143.1812825401759,coffee
20.41647973375142,44.919628941242685,20.02167269666431,29.301427915029574,61.19954600259666,8.74251037003134,57.631618945205766,mothbeans
42.967531632407955,67.16575766249053,20.92163135082092,29.629084343118823,65.55087701213762,7.568629968008258,62.64261003300947,blackgram
10.31288564016307,13.508105349705703,38.55240976582273,18.280058150146672,93.7771364716457,5.954735100446195,102.26767560691478,pomegranate
85.90538893609923,57.710286130315154,23.266311596500596,18.642688531702326,58.318455784414496,6.115223625228465,97.44788610348117,maize
4.27846022078076,50.271294153467096,16.875434005316034,31.441730073225163,49.822412247879335,6.470799053904428,65.16391816419396,mothbeans
139.14689987125575,41.743228958835886,19.862570771914964,22.382734633868722,83.45382268774526,6.175654926236284,78.38026452350832,cotton
37.13160470388698,54.270598121198525,51.991831142062,42.12390412766007,90.49325367276496,6.9749821505908125,227.39477616942747,papaya
7.98997544585434,61.5748478903433,20.231461075925807,22.03346379964379,58.13747000985033,5.386053603001839,94.33462783914256,pigeonpeas
27.882296348978414,52.669748338321746,16.60738009133217,31.71656201099614,40.1322658368143,4.092075797551576,36.53977961260892,mothbeans
32.931312319902666,64.17154430263552,23.226109277962614,15.416105222702333,23.032861687910305,5.773176637360982,149.0798155089015,kidneybeans
119.40587593538463,34.50608160236276,28.426092810812612,24.187128367904084,67.2566736738543,7.369086413274946,176.29923060860662,coffee
27.025163529519908,63.26287080232525,18.37936855273543,31.724729573660213,69.16163053173575,7.536430698977602,69.68478330996862,blackgram
30.336320833309777,56.08293706633543,22.40416884813134,29.098336148622092,61.758876082155524,7.3066316415879875,44.70122792048808,lentil
39.08927912004537,24.80694498975068,33.246855042369276,26.98175087875662,98.23443371198893,6.380723015307486,224.09787366264646,coconut
68.82154777295275,40.4855408655359,39.358359760466364,20.23219855957372,81.68064771849191,6.697854712570875,210.64750037064556,rice
35.74977978364999,16.700103678167103,6.36119877707568,33.45358325168364,90.00176806281769,6.376993861515161,113.33636067823919,orange
114.76221486774949,8.180562002103574,51.30338178385014,27.440705356104058,93.08974652200855,6.03966373939915,21.14446562935418,muskmelon
92.71133178871705,13.003035224629643,46.97123252225367,26.408175576342664,84.98650968423425,6.792207773175331,48.42474492181227,watermelon
22.065742436450275,55.296274203197314,20.294176468416506,17.74740737197832,24.84235543762758,5.508571298801214,133.1841498822519,kidneybeans
107.15692844269645,13.061997556012168,50.78167417192283,26.04996355103687,81.99506664648804,6.108552601434662,51.085675388503546,watermelon
106.38279572856298,71.74948581581259,45.57453180615993,27.59265840094712,76.71825716843993,6.359707347376737,102.32583702901869,banana
37.67692853872167,64.88988905884636,16.010321701806863,24.035303074509383,35.4580667542996,4.9725116580505375,194.35628852289557,pigeonpeas
11.210664927327482,40.55231957699533,20.766651863474095,24.433185370310273,59.981747944499524,6.609080497978282,54.334557551632216,mothbeans
93.113878523246,84.55922614644379,53.22842722971361,26.806337664064376,75.97987831730792,6.211640420747489,114.85312888295641,banana
61.67858512293681,46.32273547129343,35.03721740625346,24.42168584517006,89.75324789651934,7.400880076429293,182.43584123951405,jute
107.81540024359057,52.81322659497102,15.673821030023419,22.406041212947493,83.17289760583219,6.1038420133867906,64.96549122901538,cotton
11.381419797814596,24.61973157060877,42.148544682023356,22.034602812229313,92.14350978863729,6.383433300657354,103.71449996961954,pomegranate
38.96877698413242,66.07776533328573,23.258233317797504,23.38839962017527,46.67090910821531,6.436664434282933,110.67292599818725,pigeonpeas
29.71434064358343,60.08341832650136,81.46705851547945,20.68890441804489,19.082800315517673,5.823623987844023,86.73754136921606,chickpea
68.14232953401095,48.73049097713329,24.276727608444478,21.943044855651404,68.96500058244345,5.74285216672524,108.65734079108472,maize
25.218361410680984,22.1014392037839,29.289974317820874,25.609236940708602,91.29428077709949,5.781897122719118,198.85189127526206,coconut
31.284877737224946,12.199049321272042,39.94168157741975,18.781195987670507,93.56337727655514,6.520140737045282,114.92811174959938,pomegranate
62.569154028555126,45.18998424166467,40.42611140503915,23.326193872825247,81.03417194757205,6.0503587944335635,285.7257717510265,rice
23.854796744620096,63.44587878019833,23.87974043837042,37.90944819655857,43.7093135703024,7.204151328433573,129.51759750032957,pigeonpeas
12.583211688164152,143.5877285354966,195.08478730772,20.126070883550497,81.41201089913916,5.898136388512076,66.94883706528488,grapes
49.70338584662147,75.87764339914047,17.99343746639361,32.2496415434925,63.15502841436693,7.196651118430003,63.123937052942544,blackgram
1.1526991264651532,20.08419643486566,31.514086177337646,27.559025539830948,94.05690820549354,5.684832037334841,133.95770837968547,coconut
52.934417495031376,61.18780096259439,78.46159734987627,18.102598911180507,19.624462166810403,8.037583810681214,68.38533916299431,chickpea
50.66032358704766,71.19481429515787,16.766183045094866,25.393311825954388,63.84163675164685,6.748304109189894,70.43823417910613,blackgram
38.7639965611068,6.494010417418442,34.614394166023395,25.334530396496888,93.2328250040132,5.97670025086267,157.48557629764372,coconut
93.21890478269589,41.424252114081554,23.246898125424075,22.33663046886367,71.12976987587533,6.99311870143409,76.93576269009432,maize
93.16965170205344,77.56788956843528,53.155647797024464,28.417696649039097,77.74464556505102,6.205642637640492,119.93987116318907,banana
27.623794014560403,42.37851414904015,22.53593948045165,24.258451065938615,60.35065543886172,4.166120041196848,69.06159181444846,mothbeans
92.18451367862393,80.16864803544846,45.8390835558085,28.178994972274914,77.03456906846773,6.467911512720339,101.19915661374623,banana
14.025233644559588,72.768848987345,21.327706309271385,16.65981617690259,18.974644761487433,5.603309828093387,78.62484486765894,kidneybeans
2.57710118112787,10.088951037445474,39.12438379726818,22.942264226989952,91.46042653624596,5.935959279296199,109.0184840451326,pomegranate
40.170221164928186,74.110102867681,77.79720677623982,20.95636280248289,18.082391840713164,5.915838569032563,94.25248446241352,chickpea
5.274670272075119,6.596947559518503,25.678946535282687,25.757849630052345,95.22780583526058,6.440122788502677,152.32629175280513,coconut
5.839349581918234,11.562477491412388,13.252285911128817,28.839446416426178,90.55891866691388,6.253430199248319,111.19339581465762,orange
2.439162757313711,61.99439968597429,16.372360171320647,21.989156133331733,65.38610064899859,6.077442174758339,159.38298277072312,pigeonpeas
97.95445988066255,70.12898210284466,46.94608139505281,25.40904450714955,80.71819616911358,5.525371938871329,112.12332536852986,banana
111.3251301636822,80.09527853612136,49.05758483870784,27.89976890227966,81.55308507471463,5.972003993795,105.3794091915953,banana
35.34274315810938,124.42780218632485,197.94932344998077,23.09267448126372,91.32272571669564,5.989885660671838,114.46740410544224,apple
39.34432823807931,71.93679739660465,18.996177462250824,22.526827777296056,24.760017443996798,5.7152277719450915,60.949299550612196,kidneybeans
85.01125035456327,18.440397427406893,52.76448271492613,28.222852319645252,92.92377668119605,6.110512123140965,22.60278953580975,muskmelon
20.938392174180297,50.9882062177703,18.096613281139966,28.04150490049239,85.3966812213606,7.004707766246453,46.04650763941336,mungbean
0.20119356296020463,49.916372186333255,20.371520485544607,31.575835113830976,47.61727880873771,8.363927813763159,70.65958691885456,mothbeans
29.149929156336455,29.030209921204893,25.972326699907917,26.840248823736186,96.45772115817557,6.4709401981768435,200.47541617052437,coconut
64.60678829799038,59.072332321721944,16.407570150058827,26.698501885164767,72.20281193797643,6.948433424151037,108.99711213909518,maize
8.248032861814497,135.63216263620473,204.47877794267652,22.83991191411208,91.64842088256833,6.104961205570156,100.49799791542414,apple
33.71572723903888,10.637996732945226,25.423948320908536,26.095004519765368,92.32665650173769,5.652630746025004,212.69589817582775,coconut
18.33797026718871,71.60359552079606,18.582227293409872,15.633306860601747,21.740971250712953,5.608914967507603,98.66787906167124,kidneybeans
0.675638732165651,51.832468308192816,20.348343700610023,29.131381971853116,55.45873397276505,8.413743878518654,56.35236059910251,mothbeans
5.793933531122697,39.189388387013345,23.077171439570684,28.0121649299968,86.31273408325836,6.771637573873794,56.22251929847022,mungbean
33.811202722649924,59.071180817047974,15.58510393993088,21.836173337195273,68.78317264417433,5.8116440059392644,38.26617703629856,lentil
96.25546552622399,18.01729245526456,45.03676891239275,25.351676902398253,88.32510827908419,6.100573764051753,48.986573016482055,watermelon
5.6538968369576725,52.46888080020632,15.183885125563044,28.74901482997925,86.63528341999643,6.243482007499459,39.257991176119084,mungbean
32.0867233108451,74.87115610754675,24.89403615761534,33.6383153369085,44.3644843935026,6.133553418102155,143.3147433984559,pigeonpeas
29.363064772460838,69.74232086998104,16.689847418901472,25.33182902799697,56.021615204848985,4.6120902830777855,186.41985513594238,pigeonpeas
7.537041355634777,78.70210884267357,24.182054088414333,26.06783289002251,39.136731393433024,6.681506484408964,104.43263540589008,pigeonpeas
3.7400202170843766,64.4816005559954,20.527014395296952,15.561149391289657,18.066151208578916,5.585691787610524,104.98725538015128,kidneybeans
79.32832244236864,40.930142548189366,20.71922692350739,23.173307371607805,74.85384087253794,6.0904615077665385,108.89722422884313,maize
67.60574746759983,50.9372308260618,42.73463380235094,25.99093737296327,71.33801132084984,7.489533369369632,161.33755998108953,jute
48.30307189951888,75.14440399837217,84.14741173815905,19.249543798347638,19.80671713127976,7.450503653697456,69.02278253177234,chickpea
15.893944731714065,125.80288869274506,198.69821626520203,22.6894598031554,93.21409282500333,5.832435474870885,120.24201967379335,apple
24.755038685856046,8.464301044066634,11.199202947568985,34.972747095023436,92.99784085044953,7.098221992054305,119.18233528988439,orange
113.60281642245221,52.075828385272956,23.455384186904954,22.91493009668076,79.44666414025563,6.991326044586822,96.46620783689306,cotton
70.61865450091875,37.710063680367774,39.34563758564644,25.828360485221634,81.56838657097495,6.515522133265359,226.7134589504217,rice
8.662214164053573,15.265177319749027,25.10293950765012,25.64192077493031,98.62716687286218,6.280834906013576,218.87612747474,coconut
2.383095595646476,128.73368836210267,203.48751499126323,37.47026528771217,84.09505226237138,5.794697288128647,66.44140242302808,grapes
10.906814146388601,65.48785012890531,24.121046211954678,22.271811877076168,62.89856197622896,6.718108358752556,53.72634039473931,lentil
102.68568138865098,14.349012169594815,51.326984675179546,24.192798758657354,81.67249052892996,6.02700800870715,50.22713620261307,watermelon
36.89962994961287,139.20541626086725,196.9947099984825,19.176501662969827,81.58642431134074,6.496438232096802,69.86295016204083,grapes
11.222237629592042,128.77561284444957,199.18074199907247,18.87459008718738,80.23778197101323,5.540889129046619,65.52130637023082,grapes
23.300406672603287,67.6399027326819,23.514452560526344,27.77848796934269,61.325387628063396,6.865263510925935,72.86787576119852,blackgram
21.375040119265087,5.146176739583506,36.16678260365908,19.030412107220336,89.77119873912356,6.676070590977786,113.03170781482575,pomegranate
30.47106706349983,61.50724427849758,79.46273112405616,20.985460448619044,15.713461266188947,8.707676183396584,79.73600585762672,chickpea
13.088575111677873,25.62091950711841,29.825531211635315,25.730600982296625,92.72757567142455,5.82003566983862,223.6020340759008,coconut
73.98340312554596,35.66675477007346,15.532568871710744,22.518064032239117,59.71556147726865,7.489050702476582,78.74563367088838,maize
39.227591155190986,69.34318957233573,16.47083474692525,24.782778179217317,69.06880787926109,6.516842728696571,48.78293962960178,lentil
28.21846869110655,133.73187680990216,202.22079590958444,21.8836579959349,83.05741016920265,5.824635140488009,65.57263431146409,grapes
91.34417690861497,26.990179020665927,47.64499070550477,26.515452524334336,87.95138209382725,6.3317732195454886,44.831088781976334,watermelon
78.1771622144708,42.57989224870689,37.24315736065381,23.803696027053324,87.27695618206494,7.259201952928699,198.17540883667579,jute
111.12073772908217,23.43729530231071,29.9237552982265,24.977482752079872,58.70742499325989,7.186097868648438,114.1722562666277,coffee
110.26084750799325,25.181975587216378,26.706006885688485,26.614770254406263,68.83200276130223,6.909852500281832,155.5267329760597,coffee
27.82388429152195,75.42772567283247,24.881549094642722,19.2231393377506,18.925226057647926,5.535414152700256,94.47629331081954,kidneybeans
65.12764143246889,39.60894830794003,41.40820559711785,23.479908942197987,83.42047546040716,6.19867286135705,152.01030978219794,jute
8.534152407447838,43.29708787259953,18.607978246627326,25.747562286276118,58.81639223886292,6.94824282144436,74.84839871719524,mothbeans
38.969015060184276,58.40311178945662,18.206651553750877,24.47278922016116,19.405960420914504,5.657091640597721,146.81171607853145,kidneybeans
107.71943261555865,83.32353793353896,47.52921072249713,27.800579886253995,79.5392612369325,6.437890368902046,109.2289885892942,banana
6.678518167695233,58.17326518702812,22.811239799369876,17.687644864092455,24.20490331818459,5.885715145244812,62.64206260555231,kidneybeans
33.85926423824225,29.30690161944212,29.636238580098922,29.495447854116282,94.52176408117151,5.642082890405202,201.30244792721118,coconut
66.01105379202214,58.56967579077161,51.409324281934914,38.524398110859664,92.67146065935356,6.523603774483384,103.61864366255173,papaya
57.840070655085626,56.228205101357446,51.62963030409063,27.682466421134855,93.18798527547644,6.557639200832411,229.46559955291383,papaya
10.237541213359123,44.1588505023574,21.0595362423245,27.212621882850367,89.30211036809051,6.408738093493501,47.28513753570685,mungbean
38.01592617711441,25.677776612238073,33.416600910441794,35.33386803051072,45.96047731903075,6.935396899913917,87.69449319076499,mango
34.675172015444545,8.091355850846375,35.935778782049844,23.209038657730062,86.806549641114,5.786101502738091,107.63106645895971,pomegranate
84.15248158265291,21.24061465569334,51.16260371599322,25.233838992648018,84.96404929086147,6.60138140692607,58.54457818638291,watermelon
29.230535270558843,57.56067926123767,18.13351477440906,23.809889949802706,18.95990506320482,5.886730241825312,127.78420208919611,kidneybeans
63.08660337203505,56.11070971714709,16.011407636678943,24.93787248326791,71.70239653269113,7.2673643309851235,61.88737461787806,maize
3.305618866171498,137.15164049205754,196.0140509647033,23.587399439613677,94.01775128420128,5.512224489159016,107.97564445598786,apple
51.084238011356405,64.56997506107956,18.326547369059814,25.600586478280917,69.55605699217325,6.844064308191153,66.60862249166502,blackgram
39.09794081763586,59.986399366690044,84.63914038890935,18.284670808476665,17.87538750734162,8.677779355574678,67.6838216153455,chickpea
35.15960415733381,129.618595184156,203.84223913512017,35.97468558441771,80.5620433573358,5.669559061458469,66.10135653797704,grapes
34.132488236278405,144.29549003603714,204.1295390889851,16.244911887981523,84.13910903873247,5.5558656658753405,66.37801312783627,grapes
87.81628518596612,75.00929758708082,54.085002184008154,28.926319035455727,78.41551923672523,6.167860138980486,110.84344730343841,banana
137.66035131844728,39.39859820310827,20.479385515320924,25.76806442210865,83.94922004401134,6.201616878280111,92.30914919416372,cotton
68.89734870182657,55.41466513992322,39.60303234678942,22.441526938708805,83.97672749576431,5.568988718519426,153.54966520521774,rice
16.234637569929188,7.838964415707112,36.91916011480273,19.47351965891025,93.27228824127768,6.289071491548047,108.39737515799251,pomegranate
38.06576166930432,36.40095861004732,22.756529107125235,27.21415408424717,84.7014677659872,6.3921922929264525,56.03848219850649,mungbean
111.029978871335,85.4891638902071,52.64098570463588,28.126743787767595,80.78934469258982,5.585534699071389,91.82060835884087,banana
83.96846593882238,35.069889735809916,37.61285296721702,23.98245136075901,76.90704325387894,6.5122337164955795,168.07333704974474,jute
29.504760502140343,35.83775728925688,19.608346353122798,29.312987903370566,85.21139120057283,7.182115851405614,46.820638624787875,mungbean
73.54244936205727,52.317614964672046,21.498366525792726,25.665887631156224,72.04682673131786,7.218684368336533,79.00046987613275,maize
52.37912734156778,65.4810149622938,82.66053467513903,20.535026487381497,14.093874778181297,6.22128567647575,68.02690139277522,chickpea
23.157080242218715,70.06133247075569,83.22341279539887,19.181897589378547,15.927268569287564,5.780241188762483,84.8275766437441,chickpea
45.08656041192337,62.241791420040144,84.56650169954405,18.93177927270168,18.828128925294397,7.897467944184868,73.92301614289227,chickpea
3.6066757810516314,126.11831306556947,201.84713576401384,23.537005188515973,91.87128905225339,5.977344089443458,108.6177965812224,apple
72.03799498262262,48.698430328392455,35.00405939697288,22.295309734951417,82.14944074994918,6.449961952989205,248.20584355546075,rice
23.87883317131974,70.28271052847505,20.87004714565218,18.479246374367545,23.918624618686913,5.808681339668213,133.23644288348405,kidneybeans
64.88388379907045,67.81536574562475,50.99718305276098,35.05368524577837,94.45718383195614,6.853183783016998,224.7311083385092,papaya
111.08874448151798,24.96676227850245,26.48952038888639,25.93805605904324,65.46289701919893,7.2746453081335645,134.47113101440456,coffee
52.719066375443305,67.05165854118832,20.672438855119353,34.35042187508951,63.58918326597212,7.386386456293438,66.00922197720348,blackgram
8.474058656309529,61.71342095786056,23.28343617048808,18.377551551707874,22.04553548182666,5.78307105545857,103.68041136076545,kidneybeans
24.653946983498642,37.41948565916273,28.0884862867293,33.64121955526233,52.572457435991296,6.049415571231202,85.89884524839619,mango
31.80899308249684,19.622246214250197,33.12867937242552,27.177717496038742,50.56060163806847,5.841041974415528,97.18294388019528,mango
16.120032373240125,22.44546286716328,28.00215477818024,26.938736564476635,92.08448404846986,5.928523880386783,186.02062566099903,coconut
40.066832196791594,57.695588791524926,49.196453591211025,40.562221193881555,94.91543305503805,6.54154668008136,61.23750634305237,papaya
8.297878307754146,137.49134566047982,200.03765251872028,23.489573048274185,93.97147514927947,5.590757500479165,119.33522489121593,apple
48.7345154044975,73.35499387011367,83.60777365754325,20.90149651165952,14.784596909314319,6.796890693176019,81.84953647245108,chickpea
5.163862160829038,9.987105570046992,41.057490072562224,18.60542235345315,89.1598436193954,7.189404300148283,104.55477840096343,pomegranate
39.9720592947729,71.36519915302554,81.84846612345906,18.02930703053953,18.929551638154138,8.882778935376203,84.25083363196121,chickpea
108.58198255061242,11.476368750498132,47.57445074737952,29.035163458695955,94.2874515373039,6.282668033483275,27.183192971701402,muskmelon
